ID;primäres_Label_viecpro;Adresse;alternatives_label_adress1822;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Stadtviertel
889;;Fischhof 515;515;555;505;;Fischhof;Magistrat der Stadt Wien;48.21084829;16.37349732;Stubenviertel
890;;Hoher Markt 514;514;554;504;;Hoher Markt;Magistrat der Stadt Wien;48.21088774;16.37341839;Stubenviertel
891;;Fischhof 521;521;561;511;;Fischhof;Magistrat der Stadt Wien;48.21078912;16.37364203;Stubenviertel
892;;Hoher Markt 523;523;563;513;;Hoher Markt;Magistrat der Stadt Wien;48.2106379;16.37368971;Stubenviertel
893;;Hoher Markt 541;541;582;522;;Hoher Markt;Magistrat der Stadt Wien;48.2105053;16.37310102;Kärntnerviertel
894;;Hoher Markt 545;545;586;"527;528";Stadt Wiener Kriminal-Gerichtshaus;Hoher Markt;Magistrat der Stadt Wien;48.2109765;16.37219002;Kärntnerviertel
895;;Hoher Markt 525;525;565;515;;Hoher Markt;Magistrat der Stadt Wien;48.21048229;16.37348252;Stubenviertel
896;;Lugeck 526;526;566;516;;Lugeck;Magistrat der Stadt Wien;48.21035518;16.37362229;Stubenviertel
897;;Hühnergasse 540;540;581;520;;Hühnergasse;Magistrat der Stadt Wien;48.21039682;16.37333781;Kärntnerviertel
898;;Lugeck 539;539;580;519;;Lugeck;Magistrat der Stadt Wien;48.2103497;16.37342168;Kärntnerviertel
899;;Taschengasse 538;538;579;518;;Taschengasse;Magistrat der Stadt Wien;48.21031901;16.37347923;Kärntnerviertel
900;;Kramergasse 535;535;576;638;;Kramergasse;Magistrat der Stadt Wien;48.21025217;16.37357296;Kärntnerviertel
901;;Kramergasse 534;534;575;637;;Kramergasse;Magistrat der Stadt Wien;48.21016341;16.37350554;Kärntnerviertel
902;;Bauernmarkt 584;584;623;530;;Bauernmarkt;Magistrat der Stadt Wien;48.20994424;16.37289053;Kärntnerviertel
903;;Bauernmarkt 582;582;621;562;;Bauernmarkt;Magistrat der Stadt Wien;48.2100078;16.37253205;Kärntnerviertel
904;;Taschengasse 537;537;578;521;;Taschengasse;Magistrat der Stadt Wien;48.21017984;16.37328026;Kärntnerviertel
905;;Taschengasse 536;536;577;517;;Taschengasse;Magistrat der Stadt Wien;48.21011848;16.37333452;Kärntnerviertel
906;;Siebenbrunnengasse 533;533;574;636;;Siebenbrunnengasse;Magistrat der Stadt Wien;48.21002204;16.37333617;Kärntnerviertel
907;;Siebenbrunnengasse 532;532;573;635;;Siebenbrunnengasse;Magistrat der Stadt Wien;48.20995958;16.37341345;Stubenviertel
908;;Kramergasse 531;531;572;634;;Kramergasse;Magistrat der Stadt Wien;48.20978973;16.37349239;Stubenviertel
909;;Wollzeile 770;770;816;816;;Wollzeile;Magistrat der Stadt Wien;48.20962973;16.373619;Stubenviertel
910;;Wollzeile 771;771;817;815;;Wollzeile;Magistrat redimiert;48.20943906;16.37403504;Stubenviertel
911;;Bischofgasse 633;633;674;621;;Bischofgasse;Magistrat der Stadt Wien;48.20930977;16.37300736;Kärntnerviertel
912;;Bischofgasse 635;635;676;623;;Bischofgasse;Magistrat der Stadt Wien;48.20948508;16.37319639;Kärntnerviertel
913;;Bischofgasse 636;636;677;624;;Bischofgasse;Magistrat der Stadt Wien;48.2095848;16.3732967;Stubenviertel
914;;Bischofgasse 631;631;672;619;;Bischofgasse;Magistrat der Stadt Wien;48.20939084;16.3725929;Kärntnerviertel
915;;Neuer Markt 1059;1059;1123;1108;;Neuer Markt;Magistrat der Stadt Wien;48.20609242;16.37038484;Widmerviertel
916;;Plankengasse 1061;1061;1125;0;;Plankengasse;Magistrat der Stadt Wien;48.20634351;16.37002645;Widmerviertel
917;;Plankengasse 1062;1062;1126;1378;;Plankengasse;Magistrat der Stadt Wien;48.20644762;16.36978141;Widmerviertel
918;;Neuer Markt 1052;1052;1116;1102;;Neuer Markt;Magistrat der Stadt Wien;48.20638434;16.37112304;Widmerviertel
919;;Neuer Markt 1050;1050;"1112;1114";"1078;1100";;Neuer Markt;Magistrat der Stadt Wien;48.20652111;16.37116286;Widmerviertel
920;;Kärntnerstraße 1047;1047;1110;1076;;Kärntnerstraße;Magistrat der Stadt Wien;48.20634462;16.37147182;Widmerviertel
921;;Kärntnerstraße 1048;1048;1111;1077;;Kärntnerstraße;Magistrat der Stadt Wien;48.20638846;16.3714784;Widmerviertel
922;;Kärntnerstraße 945;945;1003;965;;Kärntnerstraße;Magistrat der Stadt Wien;48.20613325;16.37161008;Kärntnerviertel
923;;Kärntnerstraße 946;946;1004;966;;Kärntnerstraße;Stift Schotten;48.20602914;16.37158098;Kärntnerviertel
924;;Neuer Markt 1066;1066;1131;1111;;Neuer Markt;Stift Schotten;48.20659777;16.37062166;Widmerviertel
925;;Kupferschmiedgasse 1070;1070;1136;1099;;Kupferschmiedgasse;Magistrat der Stadt Wien;48.2068508;16.37116899;Widmerviertel
926;;Kupferschmiedgasse 1071;1071;1137;1080;;Kupferschmiedgasse;Magistrat der Stadt Wien;48.20684435;16.37141755;Widmerviertel
927;;Neuer Markt 1069;1069;1135;1098;;Neuer Markt;Magistrat der Stadt Wien;48.20684467;16.37103881;Widmerviertel
928;;Neuer Markt 1068;1068;1134;1097;;Neuer Markt;Magistrat der Stadt Wien;48.20687223;16.37091169;Widmerviertel
929;;Neuer Markt 1067;1067;1133;1096;;Neuer Markt;Magistrat der Stadt Wien;48.20690898;16.37076772;Widmerviertel
930;;Kärntnerstraße 1072;1072;1138;1081;;Kärntnerstraße;Magistrat der Stadt Wien;48.20698024;16.37144715;Widmerviertel
931;;Seilergasse 1087;1087;1153;1114;;Seilergasse;Magistrat der Stadt Wien;48.20694062;16.37051655;Widmerviertel
932;;Seilergasse 1089;1089;1155;1116;Göttweyrerhof;Seilergasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.20725499;16.37068962;Widmerviertel
933;;Seilergasse 1085;1085;1152;1112;;Seilergasse;Magistrat der Stadt Wien;48.20709093;16.37079761;Widmerviertel
934;;Fischerstiege 370;370;400;431;;Fischerstiege;Magistrat der Stadt Wien;48.21269448;16.37188127;Schottenviertel
935;;Fischerstiege 371;371;401;432;;Fischerstiege;Stift Schotten;48.21276516;16.37185825;Schottenviertel
936;;Fischerstiege 372;372;402;434;;Fischerstiege;Stift Schotten;48.21282324;16.37174314;Schottenviertel
937;;Salzgries 206;206;214;433;;Salzgries;Magistrat der Stadt Wien;48.21305225;16.37187634;Schottenviertel
938;;Salzgries 207;207;215;435;;Salzgries;Magistrat der Stadt Wien;48.21311471;16.37153102;Schottenviertel
939;;Salzgries 208;208;216;436;;Salzgries;Magistrat der Stadt Wien;48.21318539;16.37137644;Schottenviertel
940;;Salzgries 209;209;217;437;;Salzgries;Magistrat der Stadt Wien;48.21322045;16.37124654;Schottenviertel
941;;Salzgries 210;210;218;438;;Salzgries;Magistrat der Stadt Wien;48.21324675;16.37113636;Schottenviertel
942;;Salzgries 211;211;219;439;;Salzgries;Magistrat der Stadt Wien;48.21328839;16.37100645;Schottenviertel
943;;Salzgries 205;205;"212;213";"447;448";;Salzgries;Magistrat der Stadt Wien;48.21288734;16.37250861;Schottenviertel
944;;Wagnergässel 373;373;403;449;;Wagnergässel;Magistrat der Stadt Wien;48.21295583;16.37219864;Schottenviertel
945;;Salvatorgasse 383;383;413;427;;Salvatorgasse;Magistrat der Stadt Wien;48.21230055;16.37097356;Schottenviertel
946;;Wipplingerstraße 384;384;415;290;K. K. vereinigte böhmisch-österr. Hofkanzlei;Wipplingerstraße;Magistrat redimiert;48.21201784;16.37051971;Schottenviertel
947;;Wipplingerstraße 363;363;393;414;;Wipplingerstraße;Magistrat der Stadt Wien;48.21214824;16.37025661;Schottenviertel
948;;Wipplingerstraße 362;362;392;413;;Wipplingerstraße;Magistrat der Stadt Wien;48.21220303;16.36999679;Schottenviertel
949;;Passauergasse 365;365;395;409;;Passauergasse;Ständisch frei;48.21280132;16.3702007;Schottenviertel
950;;Passauergasse 366;366;396;408;;Passauergasse;Ständisch frei;48.21311252;16.36993101;Schottenviertel
951;;#NV;213;#NV;#NV;#NV;#NV;#NV;48.21348289;16.37001652;Schottenviertel
952;;Schwertgasse 360;360;390;411;;Schwertgasse;Magistrat der Stadt Wien;48.21240465;16.369612;Schottenviertel
953;;Schwertgasse 359;359;389;410;;Schwertgasse;Magistrat der Stadt Wien;48.21267421;16.36984879;Schottenviertel
954;;Hohe Brücke 356;356;386;397;;Hohe Brücke;Magistrat der Stadt Wien;48.21253176;16.36927325;Schottenviertel
955;;Schwertgasse 358;358;388;399;;Schwertgasse;Magistrat der Stadt Wien;48.21289994;16.36984879;Schottenviertel
956;;An der Gestätte 221;221;228;401;;An der Gestätte;Magistrat der Stadt Wien;48.21305992;16.36959227;Schottenviertel
957;;Hohe Brücke 354;354;384;395;;Hohe Brücke;Magistrat der Stadt Wien;48.21277721;16.3688786;Schottenviertel
958;;Tiefer Graben 226;226;233;326;;Tiefer Graben;Magistrat der Stadt Wien;48.21287255;16.36892464;Schottenviertel
959;;Tiefer Graben 225;225;232;327;;Tiefer Graben;Magistrat der Stadt Wien;48.21293939;16.36902824;Schottenviertel
960;;Tiefer Graben 224;224;231;328;;Tiefer Graben;Magistrat der Stadt Wien;48.21301609;16.36913348;Schottenviertel
961;;Tiefer Graben 223;223;230;403;;Tiefer Graben;Magistrat der Stadt Wien;48.2131958;16.36934232;Schottenviertel
962;;An der Gestätte 219;219;226;407;;An der Gestätte;Magistrat der Stadt Wien;48.21321443;16.36944592;Schottenviertel
963;;Tiefer Graben 173;173;180;357;;Tiefer Graben;Magistrat der Stadt Wien;48.21288679;16.36872567;Schottenviertel
964;;Tiefer Graben 174;174;181;356;;Tiefer Graben;Magistrat der Stadt Wien;48.21295802;16.36884078;Schottenviertel
965;;Tiefer Graben 175;175;182;355;;Tiefer Graben;Magistrat der Stadt Wien;48.21309937;16.36897068;Schottenviertel
966;;Salzgries 215;215;222;442;;Salzgries;Magistrat der Stadt Wien;48.21349604;16.36941632;Schottenviertel
967;;Tiefer Graben 176;176;183;354;;Tiefer Graben;Magistrat der Stadt Wien;48.21329223;16.36914663;Schottenviertel
968;;Zeughausgasse 177;177;184;"353;352";;Zeughausgasse;Magistrat der Stadt Wien;48.21340618;16.36895588;Schottenviertel
969;;Zeughausgasse 178;178;185;351;;Zeughausgasse;Magistrat der Stadt Wien;48.21344892;16.36871416;Schottenviertel
970;;Zeughausgasse 179;179;186;350;;Zeughausgasse;Magistrat der Stadt Wien;48.21346207;16.36852012;Schottenviertel
971;;Zeughausgasse 181;181;188;348;;Zeughausgasse;Magistrat der Stadt Wien;48.21348727;16.36821426;Schottenviertel
972;;Zeughausgasse 182;182;189;347;;Zeughausgasse;Magistrat der Stadt Wien;48.21351247;16.36807449;Schottenviertel
973;;Zeughausgasse 183;183;190;346;K. K. Unteres Arsenal;Zeughausgasse;Kaiserlich-Königlich;48.21361;16.36802022;Schottenviertel
974;;Salzgries 184;184;191;345;K. K. Kameralgüter-Administration;Salzgries;Magistrat der Stadt Wien;48.21360561;16.36927654;Schottenviertel
975;;Salzgries 185;185;192;344;;Salzgries;Magistrat der Stadt Wien;48.21364068;16.36954129;Schottenviertel
976;;Salzgries 186;186;193;343;;Salzgries;Magistrat der Stadt Wien;48.21365163;16.36980933;Schottenviertel
977;;Salzgries 187;187;194;342;;Salzgries;Magistrat der Stadt Wien;48.21363958;16.37006421;Schottenviertel
978;;Salzgries 188;188;195;341;;Salzgries;Magistrat der Stadt Wien;48.21363191;16.37027963;Schottenviertel
979;;Am neuen Thor 189;189;196;329;;Am neuen Thor;Magistrat der Stadt Wien;48.21380504;16.37044571;Schottenviertel
980;;Am neuen Thor 200;200;207;340;Gemeinde Stadt Wien Militärkaserne;Am neuen Thor;Magistrat der Stadt Wien;48.21375683;16.37070224;Schottenviertel
981;;Am neuen Thor 190;190;197;329;;Am neuen Thor;Magistrat der Stadt Wien;48.21395187;16.37044571;Schottenviertel
982;;Am neuen Thor 191;191;198;331;;Am neuen Thor;Magistrat der Stadt Wien;48.21415677;16.37027305;Schottenviertel
983;;Am neuen Thor 192;192;199;332;;Am neuen Thor;Magistrat der Stadt Wien;48.21414363;16.37010861;Schottenviertel
984;;Am neuen Thor 193;193;200;333;;Am neuen Thor;Magistrat der Stadt Wien;48.21413486;16.36992608;Schottenviertel
985;;Am neuen Thor 194;194;201;334;;Am neuen Thor;Magistrat der Stadt Wien;48.21415897;16.36969751;Schottenviertel
986;;Am neuen Thor 195;195;202;335;Gemeinde Stadt Wien Freimannshaus;Am neuen Thor;Magistrat der Stadt Wien;48.21419403;16.36950676;Schottenviertel
987;;Am neuen Thor 196;196;203;336;Militär Wachstube;Am neuen Thor;Magistrat der Stadt Wien;48.2143036;16.36954294;Schottenviertel
988;;Am neuen Thor 197;197;204;337;Gemeinde Stadt Wien Mauthhaus;Am neuen Thor;Magistrat der Stadt Wien;48.21428826;16.36983564;Schottenviertel
989;;Am neuen Thor 198;198;205;338;;Am neuen Thor;Magistrat der Stadt Wien;48.21429155;16.3701119;Schottenviertel
990;;Am neuen Thor 199;199;206;339;K. K. Stabs-Stockhaus;Am neuen Thor;Magistrat der Stadt Wien;48.21429155;16.3704046;Schottenviertel
991;;Elendbastei 1170;1170;1244;1234;;Elendbastei;Magistrat der Stadt Wien;48.21426416;16.36902166;Schottenviertel
992;;Elendbastei 1171;1171;1245;1233;;Elendbastei;Magistrat der Stadt Wien;48.2142532;16.36917459;Schottenviertel
993;;Elendbastei 1172;1172;1246;1232;;Elendbastei;Magistrat der Stadt Wien;48.21425649;16.36932587;Schottenviertel
994;;Tiefer Graben 172;172;179;358;;Tiefer Graben;Magistrat der Stadt Wien;48.21270708;16.36849381;Schottenviertel
995;;Tiefer Graben 171;171;178;359;;Tiefer Graben;Stift Schotten;48.21258217;16.36833101;Schottenviertel
996;;Tiefer Graben 170;170;177;360;;Tiefer Graben;Stift Schotten;48.21251532;16.36824057;Schottenviertel
997;;Tiefer Graben 169;169;176;361;;Tiefer Graben;Stift Schotten;48.21237397;16.36804982;Schottenviertel
998;;Hohe Brücke 145;145;152;385;;Hohe Brücke;"Stift Schotten;Magistrat der Stadt Wien";48.21282652;16.36829648;Schottenviertel
999;;Hohe Brücke 147;147;154;383;;Hohe Brücke;Stift Schotten;48.21293939;16.36793471;Schottenviertel
1000;;Hohe Brücke 144;144;151;394;;Hohe Brücke;Stift Schotten;48.21293172;16.36851354;Schottenviertel
1001;;Hohe Brücke 142;142;149;392;;Hohe Brücke;Stift Schotten;48.21311581;16.36787387;Schottenviertel
1002;;Renngasse 141;141;148;391;K. K. Oberes Arsenal;Renngasse;Kaiserlich-Königlich;48.21315635;16.36759268;Schottenviertel
1003;;Renngasse 140;140;147;390;K. K. Zeughaus;Renngasse;Kaiserlich-Königlich;48.21280351;16.36721446;Schottenviertel
1004;;Renngasse 149;149;156;381;;Renngasse;Magistrat der Stadt Wien;48.21282433;16.3674825;Schottenviertel
1005;;Renngasse 150;150;157;380;;Renngasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21271914;16.36738219;Schottenviertel
1006;;Renngasse 151;151;158;379;Stift Klosterneuburg;Renngasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21259532;16.36723584;Schottenviertel
1007;;Renngasse 139;139;146;389;;Renngasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21235424;16.36670963;Schottenviertel
1008;;Tiefer Graben 166;166;173;364;;Tiefer Graben;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21195099;16.3673493;Schottenviertel
1009;;Tiefer Graben 167;167;174;363;;Tiefer Graben;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21203866;16.36749237;Schottenviertel
1010;;Renngasse 153;153;160;377;;Renngasse;Stift Schotten;48.21245177;16.36707469;Schottenviertel
1011;;Renngasse 154;154;161;376;;Renngasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.21227206;16.36684776;Schottenviertel
1012;;Renngasse 138;138;145;388;;Renngasse;Stift Schotten;48.21209016;16.3662788;Schottenviertel
1013;;Tiefer Graben 162;162;169;368;;Tiefer Graben;Magistrat der Stadt Wien;48.2117154;16.36696287;Schottenviertel
1014;;Tiefer Graben 163;163;170;367;;Tiefer Graben;Magistrat der Stadt Wien;48.21177019;16.36703358;Schottenviertel
1015;;Tiefer Graben 160;160;167;370;;Tiefer Graben;Magistrat der Stadt Wien;48.21161678;16.36679185;Schottenviertel
1016;;Renngasse 156;156;163;374;;Renngasse;Stift Schotten;48.21177895;16.36626893;Schottenviertel
1017;;Tiefer Graben 159;159;166;371;;Tiefer Graben;Magistrat der Stadt Wien;48.21153459;16.36661426;Schottenviertel
1018;;Freyung 158;158;165;372;;Freyung;Stift Schotten;48.21143707;16.36641528;Schottenviertel
1019;;Renngasse 155;155;162;375;;Renngasse;Stift Schotten;48.21198935;16.36651066;Schottenviertel
1020;;Freyung 137;137;144;118;St. Schotten Normalschule;Freyung;Ständisch frei;48.21192141;16.36575095;Schottenviertel
1021;;Haidenschuß 236;236;243;516;Erzbischof zu Wien;Haidenschuß;Stift Schotten;48.21127708;16.36650244;Widmerviertel
1022;;Naglergasse 306;306;333;212;;Naglergasse;Stift Schotten;48.2110097;16.36675074;Widmerviertel
1023;;Naglergasse 303;303;330;202;;Naglergasse;Magistrat der Stadt Wien;48.21088149;16.36653861;Schottenviertel
1024;;Naglergasse 302;302;329;201;;Naglergasse;Stift Schotten;48.21082889;16.36656328;Schottenviertel
1025;;Naglergasse 301;301;328;200;;Naglergasse;Stift Schotten;48.21079383;16.36659123;Schottenviertel
1026;;Naglergasse 300;300;327;199;;Naglergasse;Magistrat der Stadt Wien;48.21076205;16.36663399;Schottenviertel
1027;;Naglergasse 297;297;324;196;;Naglergasse;Magistrat der Stadt Wien;48.21062507;16.36684941;Schottenviertel
1028;;Schultergasse 396;396;429;278;;Schultergasse;Magistrat der Stadt Wien;48.21059;16.36692669;Schottenviertel
1029;;Naglergasse 292;292;319;191;;Naglergasse;Stift Schotten;48.21035111;16.36727695;Schottenviertel
1030;;Glockengassel 319;319;347;216;;Glockengassel;Magistrat der Stadt Wien;48.21050563;16.36758939;Widmerviertel
1031;;Am Hof 320;320;348;215;;Am Hof;Stift Schotten;48.21056918;16.36746935;Widmerviertel
1032;;Bognergasse 316;316;344;219;;Bognergasse;Magistrat der Stadt Wien;48.21026345;16.36790018;Widmerviertel
1033;;Bognergasse 315;315;343;220;;Bognergasse;Magistrat der Stadt Wien;48.21018126;16.36804817;Widmerviertel
1034;;Bognergasse 314;314;342;221;;Bognergasse;Magistrat der Stadt Wien;48.21009579;16.36821097;Widmerviertel
1035;;Bognergasse 313;313;341;222;;Bognergasse;Magistrat der Stadt Wien;48.2100662;16.3682751;Widmerviertel
1036;;Haarhof 275;275;290;189;;Haarhof;Stift Schotten;48.21015496;16.36734766;Schottenviertel
1037;;Spänglergasse 425;425;458;223;;Spänglergasse;Magistrat der Stadt Wien;48.20981744;16.36900522;Widmerviertel
1038;;Spänglergasse 426;426;459;229;;Spänglergasse;Magistrat der Stadt Wien;48.20995004;16.36927038;Widmerviertel
1039;;Kohlmarkt 569;569;609;583;;Kohlmarkt;Magistrat der Stadt Wien;48.20945034;16.36861549;Widmerviertel
1040;;Am Peter 573;573;613;553;;Am Peter;Stift Schotten;48.20947993;16.36946072;Widmerviertel
1041;;Spänglergasse 565;565;605;579;;Spänglergasse;Magistrat der Stadt Wien;48.20974293;16.3692009;Widmerviertel
1042;;Spänglergasse 566;566;606;580;;Spänglergasse;Stift Schotten;48.20970786;16.36911704;Widmerviertel
1043;;Spänglergasse 567;567;607;581;K. K. Niederösterreichische Sparkasse;Spänglergasse;Stift Schotten;48.20967827;16.3690529;Widmerviertel
1044;;Spänglergasse 563;563;603;577;;Spänglergasse;Stift Schotten;48.20996867;16.36972875;Widmerviertel
1045;;Am Peter 574;574;1248;1226;;Am Peter;Stift Schotten;48.20970896;16.37005434;Widmerviertel
1046;;Graben 570;570;610;584;;Graben;Magistrat der Stadt Wien;48.20928377;16.36889874;Widmerviertel
1047;;Graben 613;613;654;586;;Graben;Stift Schotten;48.20895721;16.36964982;Widmerviertel
1048;;Am Peter 612;612;653;551;;Am Peter;Magistrat der Stadt Wien;48.20903282;16.36955774;Widmerviertel
1049;;Am Peter 611;611;652;550;;Am Peter;Magistrat der Stadt Wien;48.20912925;16.36973533;Widmerviertel
1050;;Bauernmarkt 606;606;646;544;;Bauernmarkt;Magistrat der Stadt Wien;48.20905912;16.37080255;Widmerviertel
1051;;Bauernmarkt 607;607;647;545;;Bauernmarkt;Magistrat der Stadt Wien;48.20924432;16.37075815;Widmerviertel
1052;;Im Eisgrübel 605;605;645;543;;Im Eisgrübel;Magistrat der Stadt Wien;48.20903063;16.37058713;Widmerviertel
1053;;Bauernmarkt 591;591;630;537;;Bauernmarkt;Magistrat der Stadt Wien;48.20903007;16.37097581;Kärntnerviertel
1054;;Goldschmiedgasse 593;593;632;539;;Goldschmiedgasse;Magistrat der Stadt Wien;48.20873419;16.37129976;Kärntnerviertel
1055;;Goldschmiedgasse 603;603;643;541;;Goldschmiedgasse;Magistrat der Stadt Wien;48.20866461;16.37106072;Widmerviertel
1056;;Schlossergassel 602;602;642;600;;Schlossergassel;Magistrat der Stadt Wien;48.20852324;16.37124489;Widmerviertel
1057;;Schlossergassel 600;600;640;598;;Schlossergassel;Magistrat der Stadt Wien;48.20835886;16.37103112;Widmerviertel
1058;;Schlossergassel 599;599;639;597;;Schlossergassel;Magistrat der Stadt Wien;48.20833804;16.37084201;Widmerviertel
1059;;Goldschmiedgasse 594;594;633;540;;Goldschmiedgasse;Magistrat der Stadt Wien;48.208652;16.37152833;Kärntnerviertel
1060;;Brandstadt 626;626;667;614;;Brandstadt;Magistrat der Stadt Wien;48.2086416;16.37200954;Kärntnerviertel
1061;;Stock im Eisen 623;623;664;610;;Stock im Eisen;Magistrat der Stadt Wien;48.20821421;16.37145537;Widmerviertel
1062;;Graben 621;621;662;"608;602";;Graben;Magistrat der Stadt Wien;48.20814407;16.37100645;Widmerviertel
1063;;Stock im Eisen 624;624;665;611;;Stock im Eisen;Magistrat der Stadt Wien;48.2082964;16.37158035;Widmerviertel
1064;;Schlossergassel 598;598;"637;638";"604;605";;Schlossergassel;Magistrat der Stadt Wien;48.20826352;16.37080584;Widmerviertel
1065;;Schlossergassel 597;597;636;603;;Schlossergassel;Magistrat der Stadt Wien;48.20825257;16.37092752;Widmerviertel
1066;;Schlossergassel 596;596;635;601;;Schlossergassel;Magistrat der Stadt Wien;48.20837092;16.37118076;Widmerviertel
1067;;Stock im Eisen 1082;1082;1149;1092;;Stock im Eisen;Magistrat der Stadt Wien;48.2080438;16.37135589;Widmerviertel
1068;;Kärntnerstraße 1080;1080;1147;1090;;Kärntnerstraße;Magistrat der Stadt Wien;48.2080175;16.37168641;Widmerviertel
1069;;Kärntnerstraße 1079;1079;1146;1089;;Kärntnerstraße;Magistrat der Stadt Wien;48.20798408;16.37176288;Widmerviertel
1070;;Kärntnerstraße 1078;1078;1145;1088;;Kärntnerstraße;Magistrat der Stadt Wien;48.20787887;16.3716971;Widmerviertel
1071;;Kärntnerstraße 1077;1077;1144;1087;;Kärntnerstraße;Magistrat der Stadt Wien;48.20777915;16.3716379;Widmerviertel
1072;;Kärntnerstraße 1076;1076;1143;1086;;Kärntnerstraße;Magistrat der Stadt Wien;48.20765422;16.37156555;Widmerviertel
1073;;Stephansplatz 876;876;930;862;;Stephansplatz;Magistrat der Stadt Wien;48.20803887;16.37198816;Kärntnerviertel
1074;;Singerstraße 877;877;931;863;;Singerstraße;Magistrat der Stadt Wien;48.20794243;16.37196843;Kärntnerviertel
1075;;Singerstraße 879;879;933;865;Des hohen deutschen Ritterordens Komenthurhaus;Singerstraße;"Ständisch frei;Magistrat redimiert";48.20805312;16.37268045;Kärntnerviertel
1076;;Kärntnerstraße 904;904;960;936;Mannagettisches Stiftshaus;Kärntnerstraße;Magistrat der Stadt Wien;48.20733093;16.37174479;Kärntnerviertel
1077;;Kärntnerstraße 903;903;959;935;;Kärntnerstraße;Magistrat der Stadt Wien;48.20745805;16.37177439;Kärntnerviertel
1078;;Weihburggasse 939;939;997;958;;Weihburggasse;Ständisch frei;48.20683887;16.37281529;Kärntnerviertel
1079;;Rauhensteingasse 938;938;996;974;;Rauhensteingasse;Magistrat der Stadt Wien;48.20659449;16.37269361;Kärntnerviertel
1080;;Kärntnerstraße 1074;1074;"1140;1141";"1083;1084";;Kärntnerstraße;Magistrat der Stadt Wien;48.20735175;16.37148004;Widmerviertel
1081;;Klostergasse 1055;1055;1119;1370;;Klostergasse;Magistrat der Stadt Wien;48.2054361;16.36982906;Widmerviertel
1082;;Spitalsplatz 1099;1099;1165;1371;;Spitalsplatz;Magistrat der Stadt Wien;48.20572762;16.36915157;Widmerviertel
1083;;Neuer Markt 1056;1056;1120;1105;Kloster P. P. Kapuziner;Neuer Markt;Magistrat der Stadt Wien;48.20591392;16.36989813;Widmerviertel
1084;;Spiegelgasse 1098;1098;1164;1369;;Spiegelgasse;Magistrat der Stadt Wien;48.20597968;16.36922392;Widmerviertel
1085;;Spiegelgasse 1097;1097;1163;1368;;Spiegelgasse;Magistrat der Stadt Wien;48.20622736;16.36944098;Widmerviertel
1086;;Dorotheergasse 1119;1119;1185;1148;;Dorotheergasse;Stift Schottten;48.20806243;16.37003831;Widmerviertel
1087;;Dorotheergasse 1116;1116;1182;1145;;Dorotheergasse;Ständisch frei;48.20761641;16.3694529;Widmerviertel
1088;;Untere Breunerstraße 1125;1125;1191;1154;;Untere Breunerstraße;Ständisch frei;48.20779065;16.36891354;Widmerviertel
1089;;Untere Breunerstraße 1124;1124;1190;1153;;Untere Breunerstraße;Ständisch frei;48.20809092;16.36916678;Widmerviertel
1090;;Untere Breunerstraße 1123;1123;1189;1152;;Untere Breunerstraße;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.20828928;16.36940193;Widmerviertel
1091;;Untere Breunerstraße 1131;1131;1198;1160;;Untere Breunerstraße;Stift Schottten;48.20822681;16.36909771;Widmerviertel
1092;;Ober Bräunerstraße 1137;1137;"1204;1205";"1166;1167";;Ober Bräunerstraße;Ständisch frei;48.20793312;16.36823276;Widmerviertel
1093;;Ober Bräunerstraße 1142;1142;1210;1172;;Ober Bräunerstraße;Magistrat der Stadt Wien;48.20865968;16.36870306;Widmerviertel
1094;;Graben 1134;1134;1201;1163;;Graben;Magistrat der Stadt Wien;48.20881091;16.36913882;Widmerviertel
1095;;Ober Bräunerstraße 1135;1135;1202;1164;;Ober Bräunerstraße;Magistrat der Stadt Wien;48.20768983;16.36705537;Widmerviertel
1096;;Kohlmarkt 1149;1149;1217;1179;;Kohlmarkt;Magistrat der Stadt Wien;48.2088005;16.36785455;Widmerviertel
1097;;Kohlmarkt 1147;1147;1215;1177;;Kohlmarkt;Magistrat der Stadt Wien;48.20917199;16.36826729;Widmerviertel
1098;;Kohlmarkt 1146;1146;1214;1176;;Kohlmarkt;Magistrat der Stadt Wien;48.20929582;16.36844489;Widmerviertel
1099;;Kohlmarkt 261;261;272;143;;Kohlmarkt;Magistrat der Stadt Wien;48.20885091;16.36755691;Schottenviertel
1100;;Am Peter 609;609;649;547;;Am Peter;Magistrat der Stadt Wien;48.20940212;16.37052177;Widmerviertel
1101;;Bauernmarkt 608;608;648;546;;Bauernmarkt;Magistrat der Stadt Wien;48.20932432;16.37063687;Widmerviertel
1102;;Am Peter 576;576;615;555;;Am Peter;Magistrat der Stadt Wien;48.20958184;16.37053821;Kärntnerviertel
